text_column,tokenized_text
Show a map of Israel before 1948,"['show', 'map', 'israel', '1948']"
"So history from your own approved library 
My bad ","['history', 'approved', 'library', 'bad']"
"You are completely correct David

The reference to Palestine is to a region and not to a nation of course

And the regional name was merely one chosen by the Romans after putting down a Jewish rebellion in the 2nd Century AD

But please don’t waste your time explaining these…","['completely', 'correct', 'david', 'reference', 'palestine', 'region', 'nation', 'course', 'regional', 'name', 'merely', 'one', 'chosen', 'romans', 'putting', 'jewish', 'rebellion', '2nd', 'century', 'ad', 'please', 'waste', 'time', 'explaining']"
"So the holy Land that got the most important sites for the three religions was forgotten
Jerusalem Was forgotten
Man man man","['holy', 'land', 'got', 'important', 'sites', 'three', 'religions', 'forgotten', 'jerusalem', 'forgotten', 'man', 'man', 'man']"
Albert Einstein knew it was Palestine,"['albert', 'einstein', 'knew', 'palestine']"
"Nonsense

Q Why was Palestine referred to as the British Mandate of Palestine

A  The Mandate was for the British to restore Palestinian government to its indigenous population  Palestinians

Q Why did BenGurion in his 1938 letter to Amos state that Arabs have a…","['nonsense', 'q', 'palestine', 'referred', 'british', 'mandate', 'palestine', 'mandate', 'british', 'restore', 'palestinian', 'government', 'indigenous', 'population', 'palestinians', 'q', 'bengurion', '1938', 'letter', 'amos', 'state', 'arabs']"
I think youre the one who needs a deeper history lesson ,"['think', 'youre', 'one', 'needs', 'deeper', 'history', 'lesson']"
Trans Jordan was a real place The trans people used to live in peace there before the whites ruined it,"['trans', 'jordan', 'real', 'place', 'trans', 'people', 'used', 'live', 'peace', 'whites', 'ruined']"
The British Mandate of what Continue the full name of the mandate please ,"['british', 'mandate', 'continue', 'full', 'name', 'mandate', 'please']"
"Actual history dictates the land Israel wishes to occupy was called Palestine by the Romans for more than a thousand years

Jews lost that land around 70 AD

prior to ancient Israelites taking the land it was known as Caananite land","['actual', 'history', 'dictates', 'land', 'israel', 'wishes', 'occupy', 'called', 'palestine', 'romans', 'thousand', 'years', 'jews', 'lost', 'land', 'around', '70', 'ad', 'prior', 'ancient', 'israelites', 'taking', 'land', 'known', 'caananite', 'land']"
Where was Jesus born Palestine in the Bible you don’t want that Palestine either ,"['jesus', 'born', 'palestine', 'bible', 'want', 'palestine', 'either']"
You came as refugees You’ll always be refugees,"['came', 'refugees', 'always', 'refugees']"
Well it wasn’t Israel for sure,"['well', 'israel', 'sure']"
Palestine existed since 12th century,"['palestine', 'existed', 'since', '12th', 'century']"
The British mandate was an occupation exactly like in Egypt Egypt was occupied by Brits too the only difference that the Egyptians were too many to be able to continue colonizing Egypt And at the same time the UK decided to give the land to British Jews because they…,"['british', 'mandate', 'occupation', 'exactly', 'like', 'egypt', 'egypt', 'occupied', 'brits', 'difference', 'egyptians', 'many', 'able', 'continue', 'colonizing', 'egypt', 'time', 'uk', 'decided', 'give', 'land', 'british', 'jews']"
Jesus was Palestinian ,"['jesus', 'palestinian']"
"The original Zionist sin denial  

Zionist crimes  They don’t fit in a single tweet ","['original', 'zionist', 'sin', 'denial', 'zionist', 'crimes', 'fit', 'single', 'tweet']"
British mandate were occupation  not have the right in Palestine land  stop faking history  there still people from that years alive  saw everything,"['british', 'mandate', 'occupation', 'right', 'palestine', 'land', 'stop', 'faking', 'history', 'still', 'people', 'years', 'alive', 'saw', 'everything']"
Stop falsifying the facts,"['stop', 'falsifying', 'facts']"
You need to at least learn one book of history  or you know what 10 pages of history,"['need', 'least', 'learn', 'one', 'book', 'history', 'know', '10', 'pages', 'history']"
British mandate on what On who’s land Say it you nasty propagandist,"['british', 'mandate', 'land', 'say', 'nasty', 'propagandist']"
The only thing about history is that you’re too old and you’re history,"['thing', 'history', 'old', 'history']"
"Neither did old Judea since it too had no borders
Israel doesnt have the right to kick people out of their homes and kill them because they didnt conform to what you accept as border lines or government
There were people living there that Israel killed and displaced to…","['neither', 'old', 'judea', 'since', 'borders', 'israel', 'doesnt', 'right', 'kick', 'people', 'homes', 'kill', 'didnt', 'conform', 'accept', 'border', 'lines', 'government', 'people', 'living', 'israel', 'killed', 'displaced']"
The British knew very well it was Palestine Lord Rotschild knew very well it was Palestine Israeli colonists knew it was Palestine…and they intentionally forgot the sentence asking to respect the existing population,"['british', 'knew', 'well', 'palestine', 'lord', 'rotschild', 'knew', 'well', 'palestine', 'israeli', 'colonists', 'knew', 'intentionally', 'forgot', 'sentence', 'asking', 'respect', 'existing', 'population']"
Before Jewish Zionists began arriving in Palestine in the 1800s Mennonite Templars had been migrating to the Holy Land from their Mennonite villages in Ukraine As part of a wider “German Templar” movement these early Christian Zionists became a model for Jewish Zionism nazi,"['jewish', 'zionists', 'began', 'arriving', 'palestine', '1800s', 'mennonite', 'templars', 'migrating', 'holy', 'land', 'mennonite', 'villages', 'ukraine', 'part', 'wider', 'german', 'templar', 'movement', 'early', 'christian', 'zionists', 'became', 'model', 'jewish', 'zionism', 'nazi']"
"That is what happened when ppl are not educated 
The Land of Israel has been referred to by many different names throughout its history Canaan Judah Judea Israel and Palestine 
In the second century the Roman named Israel Palestine 
Knowledge is power please get educated…","['happened', 'ppl', 'educated', 'land', 'israel', 'referred', 'many', 'different', 'names', 'throughout', 'history', 'canaan', 'judah', 'judea', 'israel', 'palestine', 'second', 'century', 'roman', 'named', 'israel', 'palestine', 'knowledge', 'power', 'please', 'get']"
“Small minority of nations blocking progress on fossil fuels at COP28  “ Vanuatu climate minister Ralph Regenvanu All hail the “UAE” for transforming COP28 into a pompous circus void of any real meaningOILCOP28,"['small', 'minority', 'nations', 'blocking', 'progress', 'fossil', 'fuels', 'cop28', 'vanuatu', 'climate', 'minister', 'ralph', 'regenvanu', 'hail', 'uae', 'transforming', 'cop28', 'pompous', 'circus', 'void', 'real', 'meaningoilcop28']"
There is a note on the corner for some mysterious reason they usually hide it on purpose,"['note', 'corner', 'mysterious', 'reason', 'usually', 'hide', 'purpose']"
Pretty little coin I’ve picked up take a look,"['pretty', 'little', 'coin', 'picked', 'take', 'look']"
Ok look at this instead,"['ok', 'look', 'instead']"
Hope this helps,"['hope', 'helps']"
This ,[]
This looks like Copenhagen,"['looks', 'like', 'copenhagen']"
Bitter much,"['bitter', 'much']"
what are these,[]
Its time,['time']
History is so important nowadays More then ever,"['history', 'important', 'nowadays', 'ever']"
Then how about this,[]
This nap,['nap']
It means part of ottoman right,"['means', 'part', 'ottoman', 'right']"
Its amazing that the masses knowledge of history goes back just a few years Im not sure what they teach in school anymore We were actually taught real history The masses dont really have much going on from the neck up,"['amazing', 'masses', 'knowledge', 'history', 'goes', 'back', 'years', 'im', 'sure', 'teach', 'school', 'anymore', 'actually', 'taught', 'real', 'history', 'masses', 'dont', 'really', 'much', 'going', 'neck']"
so which history are you referring to for Israel,"['history', 'referring', 'israel']"
And what does this map tells exactly,"['map', 'tells', 'exactly']"
The term Palestine was used by the Greek Herodotus in the 5th century BC to describe the region extending from Phoenicia presentday Lebanon to Egypt So current occupied Palestine,"['term', 'palestine', 'used', 'greek', 'herodotus', '5th', 'century', 'bc', 'describe', 'region', 'extending', 'phoenicia', 'presentday', 'lebanon', 'egypt', 'current', 'occupied', 'palestine']"
Dont know why Shimon Perez would apply for visa in a non existant clountry,"['dont', 'know', 'shimon', 'perez', 'would', 'apply', 'visa', 'non', 'existant', 'clountry']"
Stop reminding me that Palestine welcomed us as immigrants after we were kicked out of Europe,"['stop', 'reminding', 'palestine', 'welcomed', 'us', 'immigrants', 'kicked', 'europe']"
"Would this video be a prove for you 
Of course not because you take what they give you without thinking","['would', 'video', 'prove', 'course', 'take', 'give', 'without', 'thinking']"
"U should also learn about history too 
The term Palestine first appeared in the 5th century BCE when the ancient Greek historian Herodotus wrote of a district of Syria called Palaistinê between Phoenicia and Egypt in The Histories7 source Wikipedia","['u', 'also', 'learn', 'history', 'term', 'palestine', 'first', 'appeared', '5th', 'century', 'bce', 'ancient', 'greek', 'historian', 'herodotus', 'wrote', 'district', 'syria', 'called', 'palaistinê', 'phoenicia', 'egypt', 'histories7', 'source', 'wikipedia']"
All the more reason to post this map then,"['reason', 'post', 'map']"
Before 1948 what it was called,"['1948', 'called']"
amen brother,"['amen', 'brother']"
ABC123,['abc123']
"If that map proves Palestine exited before the 1960s then it also proves that Jordan was made for the Trans community 
In the back of many Christian Bibles youll see a map entitled Palestine in the Time of Jesus
all THAT proves is an anachronism","['map', 'proves', 'palestine', 'exited', '1960s', 'also', 'proves', 'jordan', 'made', 'trans', 'community', 'back', 'many', 'christian', 'bibles', 'youll', 'see', 'map', 'entitled', 'palestine', 'time', 'jesus', 'proves', 'anachronism']"
Palestina will be free,"['palestina', 'free']"
"With same logic Egypt civilians exist 7000 years ago Egypt should controlled all Levantine area  Jordan Lebanon Syria Palestine

I think Egyptains should ask for their land","['logic', 'egypt', 'civilians', 'exist', '7000', 'years', 'ago', 'egypt', 'controlled', 'levantine', 'area', 'jordan', 'lebanon', 'syria', 'palestine', 'think', 'egyptains', 'ask', 'land']"
How did you find out that it was forgotten,"['find', 'forgotten']"
So Egypt was a state under the ottoman empire before that it was under the memluke rule before it it was under the Ayubid rule before it it was under the fatimi calaphet before that it was under the Abasid and Umayyad calaphites before that it was Byzantines state 1,"['egypt', 'state', 'ottoman', 'empire', 'memluke', 'rule', 'ayubid', 'rule', 'fatimi', 'calaphet', 'abasid', 'umayyad', 'calaphites', 'byzantines', 'state', '1']"
IsraeliLies,['israelilies']
Zionists be like Pls stop spreading the truth were tired of it ,"['zionists', 'like', 'pls', 'stop', 'spreading', 'truth', 'tired']"
More like a dusty outpost of the Ottoman Empire,"['like', 'dusty', 'outpost', 'ottoman', 'empire']"
Forgotten,['forgotten']
Broker ,['broker']
Stop propagande ,"['stop', 'propagande']"
Please stop posting this map at me,"['please', 'stop', 'posting', 'map']"
Learn actual history Its much easier to shout slogans and words or repeat lies they saw on some meme,"['learn', 'actual', 'history', 'much', 'easier', 'shout', 'slogans', 'words', 'repeat', 'lies', 'saw', 'meme']"
This is ath,['ath']
"1 What gave Britain the authority to give away someone else’s land 

2 You’re conveniently ignoring certain telling and very important parts of the Balfour Declaration","['1', 'gave', 'britain', 'authority', 'give', 'away', 'someone', 'else', 'land', '2', 'conveniently', 'ignoring', 'certain', 'telling', 'important', 'parts', 'balfour', 'declaration']"
Transjordan was the land of LGBTQ,"['transjordan', 'land', 'lgbtq']"
"Dude draw a dozen borders in rainbow colours and call it Pandora if you wish that matters very little

What matters is displacing people from towns and villages and confining them to a corner of their country

Theyd care little if the whole thing was called Satanville so…","['dude', 'draw', 'dozen', 'borders', 'rainbow', 'colours', 'call', 'pandora', 'wish', 'matters', 'little', 'matters', 'displacing', 'people', 'towns', 'villages', 'confining', 'corner', 'country', 'theyd', 'care', 'little', 'whole', 'thing', 'called', 'satanville']"
You mean the history of the state that never existed,"['mean', 'history', 'state', 'never', 'existed']"
Read,['read']
I think its ok,"['think', 'ok']"
Thank you for opening my eyes I learned and researched history turned out it’s Palestine ,"['thank', 'opening', 'eyes', 'learned', 'researched', 'history', 'turned', 'palestine']"
"At midnight on May 14 1948 the Provisional Government of Israel proclaimed a new State of Israel
So what was there before yup Palestine","['midnight', 'may', '14', '1948', 'provisional', 'government', 'israel', 'proclaimed', 'new', 'state', 'israel', 'yup', 'palestine']"
Struggling within I see,"['struggling', 'within', 'see']"
Thanks for your brother,"['thanks', 'brother']"
"Can we post these types of photos

…","['post', 'types', 'photos']"
Let me remind you about this  ,"['let', 'remind']"
Is Wales a state,"['wales', 'state']"
My grandma passport older than you and the occupation,"['grandma', 'passport', 'older', 'occupation']"
I don’t understand this argument There were people tied to the land living there Who cares if it was technically a state or not,"['understand', 'argument', 'people', 'tied', 'land', 'living', 'cares', 'technically', 'state']"
 THERE ISNT ANY ACTUAL HISTORY SINCE 3000 YEARS BC  WE DONT BELIEVE ON THE FAKE HISTORY  ALSO WE HATE ZIONIST ZIONISM NAZISM  WE RESPECT JUDAISM  JUDAISM ISNT ZIONIST ZIONISM   BITTER TRUTH ,"['isnt', 'actual', 'history', 'since', '3000', 'years', 'bc', 'dont', 'believe', 'fake', 'history', 'also', 'hate', 'zionist', 'zionism', 'nazism', 'respect', 'judaism', 'judaism', 'isnt', 'zionist', 'zionism', 'bitter', 'truth']"
So return it to the ottomans,"['return', 'ottomans']"
The British took it from the Ottoman Empire in WW1 1918 They would never put it in Muslim hands to run because the Muslim Ottomans had just a few years before murdered a couple million Christians in the Armenian Assyrian genocide,"['british', 'took', 'ottoman', 'empire', 'ww1', '1918', 'would', 'never', 'put', 'muslim', 'hands', 'run', 'muslim', 'ottomans', 'years', 'murdered', 'couple', 'million', 'christians', 'armenian', 'assyrian', 'genocide']"
Please tell me what is your thesis on the right of Israel to exist when it was a Rothschild bankers project The Haavara Agreement  Hebrew הֶסְכֵּם הַעֲבָרָה transfer agreement was an agreement between Nazi Germany and Zionist German Jews signed on 25 August 1933,"['please', 'tell', 'thesis', 'right', 'israel', 'exist', 'rothschild', 'bankers', 'project', 'haavara', 'agreement', 'hebrew', 'transfer', 'agreement', 'agreement', 'nazi', 'germany', 'zionist', 'german', 'jews', 'signed', '25', 'august', '1933']"
It was just an area populated by farmers living peacefully on their land But because they were not a state and without the apparatus of state nor an army to defend themselves Jews felt entitled to infiltrate steal land and through terrorism establish their own state,"['area', 'populated', 'farmers', 'living', 'peacefully', 'land', 'state', 'without', 'apparatus', 'state', 'army', 'defend', 'jews', 'felt', 'entitled', 'infiltrate', 'steal', 'land', 'terrorism', 'establish', 'state']"
David and Jews ruled there before Palestine was even a NAME,"['david', 'jews', 'ruled', 'palestine', 'even', 'name']"
Palestine was the name of the land where Jews Muslims and Christians lived and they were all called Palestinians There was no Palestinian nation and most of todays Palestinian Arabs came from Jourdan,"['palestine', 'name', 'land', 'jews', 'muslims', 'christians', 'lived', 'called', 'palestinians', 'palestinian', 'nation', 'todays', 'palestinian', 'arabs', 'came', 'jourdan']"
As Golda Meir said she once was palestinian That was during the mandate,"['golda', 'meir', 'said', 'palestinian', 'mandate']"
The actual history that  Judaism supposed to be a riligion not a race bounded by a specific country,"['actual', 'history', 'judaism', 'supposed', 'riligion', 'race', 'bounded', 'specific', 'country']"
A forgotten part of the othman empire had a functioning community with cinema theaters  its own currency and a pier,"['forgotten', 'part', 'othman', 'empire', 'functioning', 'community', 'cinema', 'theaters', 'currency', 'pier']"
3000 years back jews used to live in Egypt under Pharaoh rule,"['3000', 'years', 'back', 'jews', 'used', 'live', 'egypt', 'pharaoh', 'rule']"
It reads Palestine though not British Mandate On maps monetary bills  coins  spare me the initials in Hebrew thing theyve no value marginalized in brackets postal stamps ID documents on the olive trees in the soil Theres naught forgotten about Palestine Aye,"['reads', 'palestine', 'though', 'british', 'mandate', 'maps', 'monetary', 'bills', 'coins', 'spare', 'initials', 'hebrew', 'thing', 'theyve', 'value', 'marginalized', 'brackets', 'postal', 'stamps', 'id', 'documents', 'olive', 'trees', 'soil', 'theres', 'naught', 'forgotten', 'palestine', 'aye']"
There is a map,['map']
"This is the top video during the war for more than 2 months

Surprisingly  From a zero distance the ghost of alQassam emerged

Tok Tok Assalamu alaikum ","['top', 'video', 'war', '2', 'months', 'surprisingly', 'zero', 'distance', 'ghost', 'alqassam', 'emerged', 'tok', 'tok', 'assalamu', 'alaikum']"
Like the fact it says it’s their land from an imaginary fictional book ,"['like', 'fact', 'says', 'land', 'imaginary', 'fictional', 'book']"
To the victor belong the spoilsregardless,"['victor', 'belong', 'spoilsregardless']"
Golda Meyr Dishagris,"['golda', 'meyr', 'dishagris']"
This is the real history,"['real', 'history']"
Bio says fighting for the truth lololol thats rich,"['bio', 'says', 'fighting', 'truth', 'lololol', 'thats', 'rich']"
Forgotten part of the Ottoman empire is not yet forgotten,"['forgotten', 'part', 'ottoman', 'empire', 'yet', 'forgotten']"
This Map of Palestinian exits in HELL that is where they are heading to it is in Bermuda Triangle FUGITIVES,"['map', 'palestinian', 'exits', 'hell', 'heading', 'bermuda', 'triangle', 'fugitives']"
Please only use the version of history that we  have constructed for you ,"['please', 'use', 'version', 'history', 'constructed']"
Read history read about whom Moses fought with They were Southern Egyptians and do you know what they called themselves Read about it,"['read', 'history', 'read', 'moses', 'fought', 'southern', 'egyptians', 'know', 'called', 'read']"
Ive never understood this insistence to prove  Who was here first as if thats the ultimate arbiter Yes I get the notion of birthright but surely who occupied land thousands of years ago cannot automatically trump  who should be on land now No other nation does this,"['ive', 'never', 'understood', 'insistence', 'prove', 'first', 'thats', 'ultimate', 'arbiter', 'yes', 'get', 'notion', 'birthright', 'surely', 'occupied', 'land', 'thousands', 'years', 'ago', 'automatically', 'trump', 'land', 'nation']"
Sensitive much,"['sensitive', 'much']"
people dont like the truth,"['people', 'dont', 'like', 'truth']"
Kate I better retire happy with children and grandchildrenInstead of pretentious and begono,"['kate', 'better', 'retire', 'happy', 'children', 'grandchildreninstead', 'pretentious', 'begono']"
Forgotten indeed yet it has its own system of government  currently shame on you Israel never existed in 1940,"['forgotten', 'indeed', 'yet', 'system', 'government', 'currently', 'shame', 'israel', 'never', 'existed', '1940']"
"Spread awareness  ensure that every dream takes flight
Take the pledge against HPV now ","['spread', 'awareness', 'ensure', 'every', 'dream', 'takes', 'flight', 'take', 'pledge', 'hpv']"
Palestine,['palestine']
You will cry and have a relief,"['cry', 'relief']"
Hypocrisy  Stupidity,"['hypocrisy', 'stupidity']"
Why dont you just ask the land in England just times you love the city of London for you to occupy ,"['dont', 'ask', 'land', 'england', 'times', 'love', 'city', 'london', 'occupy']"
The WORLD stands with Palestine ,"['world', 'stands', 'palestine']"
Don’t stop talking about Palestine,"['stop', 'talking', 'palestine']"
Heart touching ,"['heart', 'touching']"
Dont stop praying,"['dont', 'stop', 'praying']"
One mane army ,"['one', 'mane', 'army']"
Thats actually 24 passports and the posts authenticity is questionable,"['thats', 'actually', '24', 'passports', 'posts', 'authenticity', 'questionable']"
MY FAVOURITE THING TO FLUSH ,"['favourite', 'thing', 'flush']"
Did you agree,['agree']
"This is an Iranian passport 
We never recognized that fake country as legitimate
 and we dont even write its name","['iranian', 'passport', 'never', 'recognized', 'fake', 'country', 'legitimate', 'dont', 'even', 'write', 'name']"
Say Ameen,"['say', 'ameen']"
I am Pakistani  and stand With Palestin ,"['pakistani', 'stand', 'palestin']"
Palestinian rappers killing it,"['palestinian', 'rappers', 'killing']"
People who support ISRAEL are supporting CRIME ,"['people', 'support', 'israel', 'supporting', 'crime']"
The whole world stands with Palestine ,"['whole', 'world', 'stands', 'palestine']"
Putting things in perspectives,"['putting', 'things', 'perspectives']"
We Stand with Palestine ,"['stand', 'palestine']"
"Muslims invasions you mean

London ","['muslims', 'invasions', 'mean', 'london']"
Agree,['agree']
Israel a child killer state,"['israel', 'child', 'killer', 'state']"
I stand with Palestine from Pakistan,"['stand', 'palestine', 'pakistan']"
We stand with palistine,"['stand', 'palistine']"
"Shocking footage from Transcarpathia Ukraine

A deputy detonated three grenades in the building of Keretskovsky village council  26 people were injured 6 of them in serious condition

The deputy who detonated the grenades is now in intensive care","['shocking', 'footage', 'transcarpathia', 'ukraine', 'deputy', 'detonated', 'three', 'grenades', 'building', 'keretskovsky', 'village', 'council', '26', 'people', 'injured', '6', 'serious', 'condition', 'deputy', 'detonated', 'grenades', 'intensive', 'care']"
The moral Israeli occupation army attacks journalists,"['moral', 'israeli', 'occupation', 'army', 'attacks', 'journalists']"
Yes me too Palestine must be peaceful,"['yes', 'palestine', 'must', 'peaceful']"
"And the rulings of the Arabs are afraid of Israel
Damn when history records this","['rulings', 'arabs', 'afraid', 'israel', 'damn', 'history', 'records']"
Yes they stand with them but only on social media,"['yes', 'stand', 'social', 'media']"
"Keep in touch with friends and loved ones this Christmas season 

Register your Smart Bro Pocket WiFi and Rocket SIM devices to UNLIDATA 999 to enjoy unlimited data for all sites and apps valid for 30 days

Load now via the Smart Online Store ","['keep', 'touch', 'friends', 'loved', 'ones', 'christmas', 'season', 'register', 'smart', 'bro', 'pocket', 'wifi', 'rocket', 'sim', 'devices', 'unlidata', '999', 'enjoy', 'unlimited', 'data', 'sites', 'apps', 'valid', '30', 'days', 'load', 'via', 'smart', 'online', 'store']"
We stand with Palestine ,"['stand', 'palestine']"
Where is pakistani Passport,"['pakistani', 'passport']"
Sudanese passport stamp,"['sudanese', 'passport', 'stamp']"
We Stand with Palestine,"['stand', 'palestine']"
Sums it up perfect,"['sums', 'perfect']"
Yessir,['yessir']
Hopefully the peace  normal life for palestinian people Will Come soon ,"['hopefully', 'peace', 'normal', 'life', 'palestinian', 'people', 'come', 'soon']"
One Day,"['one', 'day']"
I am from Pakistan and I stand with Palestine ,"['pakistan', 'stand', 'palestine']"
"Dont stop talking about Palestine 
Dont stop talking about Palestine 
Dont stop talking about Palestine 
Dont stop talking about Palestine 
Dont stop talking about Palestine 
Dont stop talking about Palestine 
Dont stop talking about Palestine","['dont', 'stop', 'talking', 'palestine', 'dont', 'stop', 'talking', 'palestine', 'dont', 'stop', 'talking', 'palestine', 'dont', 'stop', 'talking', 'palestine', 'dont', 'stop', 'talking', 'palestine', 'dont', 'stop', 'talking', 'palestine', 'dont', 'stop', 'talking', 'palestine']"
I didnt know world leaders were so greedy and hypocritical,"['didnt', 'know', 'world', 'leaders', 'greedy', 'hypocritical']"
This Amazon shopping hack is like Prime Day on steroids,"['amazon', 'shopping', 'hack', 'like', 'prime', 'day', 'steroids']"
Imgane this pain,"['imgane', 'pain']"
Yes,['yes']
There is no such thing as Palestine,"['thing', 'palestine']"
Whole world stand with Humanity ,"['whole', 'world', 'stand', 'humanity']"
One man army ,"['one', 'man', 'army']"
Should stand,['stand']
Is this guy looking for another suspension,"['guy', 'looking', 'another', 'suspension']"
Notably not a single US passport ,"['notably', 'single', 'us', 'passport']"
Ofcourse,['ofcourse']
Pakistan Stand with Palestine ,"['pakistan', 'stand', 'palestine']"
That’s less than 20 of the entire world lmao,"['less', '20', 'entire', 'world', 'lmao']"
Not me…I stand with Israel,"['stand', 'israel']"
Nope,['nope']
Not even a little the people but not the hamas government,"['even', 'little', 'people', 'hamas', 'government']"
No they dont,['dont']
God is great,"['god', 'great']"
Yeah but they do it from a very safe distance,"['yeah', 'safe', 'distance']"
Truth and right are not based on universal mass appeal Right is right even if no one is doing it so is wrong Truth is truth even if no one recognizes it   So the world can stand with whoever it likes but Hamas is an aggressor  Im sorry for the innocent civilians caught up…,"['truth', 'right', 'based', 'universal', 'mass', 'appeal', 'right', 'right', 'even', 'one', 'wrong', 'truth', 'truth', 'even', 'one', 'recognizes', 'world', 'stand', 'whoever', 'likes', 'hamas', 'aggressor', 'im', 'sorry', 'innocent', 'civilians', 'caught']"
See the difference,"['see', 'difference']"
Lool not,['lool']
No we don’t,[]
"By the way I havent seen your post in a few days Youre one of my favorite antisemites 
There can be no love without hate","['way', 'havent', 'seen', 'post', 'days', 'youre', 'one', 'favorite', 'antisemites', 'love', 'without', 'hate']"
Because God is with them,['god']
Todays harvest in the Juhour AlAdeek area AlQassam fighters eliminated the whole group of ed soldiers And returned safely,"['todays', 'harvest', 'juhour', 'aladeek', 'area', 'alqassam', 'fighters', 'eliminated', 'whole', 'group', 'ed', 'soldiers', 'returned', 'safely']"
Free plastine,"['free', 'plastine']"
Reality,['reality']
More of the world stands with Israel and you know it,"['world', 'stands', 'israel', 'know']"
Difference ,['difference']
The world,['world']
Bollox,['bollox']
They dont care  about Palestinians They support a perverted notion of justice leaving  good and evil aside for them justice is those who  are in need must be sacrificed to Since Palestinians clearly need Israel to sacrifice that Israel doesnt is as unjust as it gets,"['dont', 'care', 'palestinians', 'support', 'perverted', 'notion', 'justice', 'leaving', 'good', 'evil', 'aside', 'justice', 'need', 'must', 'sacrificed', 'since', 'palestinians', 'clearly', 'need', 'israel', 'sacrifice', 'israel', 'doesnt', 'unjust', 'gets']"
So many misguided and deceived souls  very sad ,"['many', 'misguided', 'deceived', 'souls', 'sad']"
Wow this is a real worldwide Muslim immigration problem we have here ,"['wow', 'real', 'worldwide', 'muslim', 'immigration', 'problem']"
"Nope not me 

Your post has now been debunked Community notes not needed","['nope', 'post', 'debunked', 'community', 'notes', 'needed']"
"The Iraq Britain Council is Establishing an Agritech Committee under the chairmanship of Dr Amet Selman CEO of AAA Holding Group

","['iraq', 'britain', 'council', 'establishing', 'agritech', 'committee', 'chairmanship', 'dr', 'amet', 'selman', 'ceo', 'aaa', 'holding', 'group']"
Sad part is no countries want to refugee them,"['sad', 'part', 'countries', 'want', 'refugee']"
I stand with Narnia and Neverland,"['stand', 'narnia', 'neverland']"
Here in America it’s about 12,"['america', '12']"
I stand with Gaza,"['stand', 'gaza']"
"Isaiah 52024
Woe to those who call evil good and good evil
 Who put darkness for light and light for darkness
 Who put bitter for sweet and sweet for bitter
21 Woe to those who are wise in their own eyes
 And prudent in their own sight
22 Woe to men mighty at drinking…","['isaiah', '52024', 'woe', 'call', 'evil', 'good', 'good', 'evil', 'put', 'darkness', 'light', 'light', 'darkness', 'put', 'bitter', 'sweet', 'sweet', 'bitter', '21', 'woe', 'wise', 'eyes', 'prudent', 'sight', '22', 'woe', 'men', 'mighty']"
Its time this war ends Both side to return people to there homes and countries Take injured kids to the hospital Release all kids and teens in prisonIsrael Have peace talks,"['time', 'war', 'ends', 'side', 'return', 'people', 'homes', 'countries', 'take', 'injured', 'kids', 'hospital', 'release', 'kids', 'teens', 'prisonisrael', 'peace', 'talks']"
Palestine free,"['palestine', 'free']"
No only terrorist supporter,"['terrorist', 'supporter']"
Yes to free  Palestinians from hamas,"['yes', 'free', 'palestinians', 'hamas']"
I see you all have your passports Better get in there and help them out They are gonna need it,"['see', 'passports', 'better', 'get', 'help', 'gon', 'na', 'need']"
Uh no,['uh']
India  USA and EU stand with ,"['india', 'usa', 'eu', 'stand']"
request you all to stop the killing of innocent children for the sake of God children are innocent whether they are Jews or Muslims dont forget humanity in the war,"['request', 'stop', 'killing', 'innocent', 'children', 'sake', 'god', 'children', 'innocent', 'whether', 'jews', 'muslims', 'dont', 'forget', 'humanity', 'war']"
And no subscriber stands with you 2 subshaha,"['subscriber', 'stands', '2', 'subshaha']"
The whole world has been fucked up for a while,"['whole', 'world', 'fucked']"
Not enough evidence sorry,"['enough', 'evidence', 'sorry']"
An elderly eyewitness reported that the Nazis arrested him and interrogated him When the Israelis said “I don’t know anything” they cut off his leg and he lay on the ground at one of the military crossings Here he testifies Who will punish this innocent grandfather…,"['elderly', 'eyewitness', 'reported', 'nazis', 'arrested', 'interrogated', 'israelis', 'said', 'know', 'anything', 'cut', 'leg', 'lay', 'ground', 'one', 'military', 'crossings', 'testifies', 'punish', 'innocent']"
"Hamas reported destruction of 72 tanks in 72 hours
 So 1 tankhr ","['hamas', 'reported', 'destruction', '72', 'tanks', '72', 'hours', '1', 'tankhr']"
"Important notice
This young man whom the Israeli occupation forces claimed to be armed named Nasr Imad alMadhoun a fourthyear medical student at the Islamic University in Gaza and this photo in front of the gate of Kamal Adwan hospital where he worked as an intern due…","['important', 'notice', 'young', 'man', 'israeli', 'occupation', 'forces', 'claimed', 'armed', 'named', 'nasr', 'imad', 'almadhoun', 'fourthyear', 'medical', 'student', 'islamic', 'university', 'gaza', 'photo', 'front', 'gate', 'kamal', 'adwan', 'hospital', 'worked', 'intern']"
No they don’t,[]
Nakba to Negev The Unheard Voices of a Land Divided,"['nakba', 'negev', 'unheard', 'voices', 'land', 'divided']"
Liar,['liar']
Looks like 24 people do,"['looks', 'like', '24', 'people']"
Stop violence and war in Palestine  let them live freely and peacefully,"['stop', 'violence', 'war', 'palestine', 'let', 'live', 'freely', 'peacefully']"
Kosovo Bosnia Really why in hell It was the Jews and Christians their αςς and stopped Serbia NONE of the Muslims countries ever cared about them,"['kosovo', 'bosnia', 'really', 'hell', 'jews', 'christians', 'αςς', 'stopped', 'serbia', 'none', 'muslims', 'countries', 'ever', 'cared']"
